ID,Type,Message,Medical_severity
27418,validation,"The world must not forget that the people of Aceh have suffered massive human rights violations due to years of Indonesian military repression and guerilla operations by the Free Aceh Movement. We call on all parties to the conflict to not only respect the civil population but also humanitarian action."". The study also recommends provincial planners to maintain or restore dunes, wetlands, and coastal forests as a way to buffer against storm surges, improve water quality, and regulate water flow. The bodies of people remain trapped inside, and the smell of rotting meat from chickens, meat and eggs is unbearable. Risk of foot-and-mouth disease. Simmering ethnic tensions and the occupation of their former lands by rival communities has meant attempts to return have sometimes been met with fatal violence, and revenge attacks on both sides of the ethnic divide have caused more hatred and displacement,"" JRS says.",1
27421,train,"Japanese authorities have informed the IAEA that on March 24, examinations of the thyroid glands in 66 children (14 of which are infants) were conducted near the evacuation area around the Fukushima nuclear plant.",1
27424,train,"Ebola is introduced into the human population through close contact with the blood, secretions, organs or other bodily fluids of infected animals.",1
27428,validation,"By the end of the year 2003, a national plan of action on infection control of HIV/AIDS and sexually transmitted infections, such as gonorrhea and syphilis, will be completed.",1
27434,train,"Another 392 children are suffering acute diarrhea in the city, many sections of which remain underwater.",1
27447,train,"The message by senior UN officials briefing an informal meeting of the General Assembly at UN Headquarters on the public health crisis emanating from the Ebola virus outbreak was two-fold: the need for resources to immediate response to the disease that has affected some 23,000 people with 9,300 deaths, as well as the need to begin planning for revival and recovery.",1
27448,validation,"Two C-130 transports left Subang yesterday with shipments of fortified biscuits, bound for Banda Aceh.",0
27462,train,"These ships, expected to arrive in 5 to 7 days, each carry 20 or more helicopters that can be used for medical evacuations and surveying affected areas.",1
27476,train,He said the country has planned to immunize under-five children following polio outbreak in neighboring countries.,1
27477,train,"But one woman was found alive at another site in the city on Wednesday and air-lifted to hospital, officials said.",0
27505,train,"A Médecins Sans Frontières/Doctors Without Borders (MSF) team is providing health care in Timbuktu despite the destabilising, ongoing violence in the north of the country which has displaced thousands in recent months.",1
27506,train,"According to the German medical staff, one third of the patients were earthquake victims, while two thirds had common illnesses.",1
27518,validation,"The fever outbreak was previously confined to Kenya's northeastern province, but officials say it has now crossed into the neighboring coastal province to the south.",1
27529,test,UNICEF has estimated the total loss at about US$7 billion.,0
27541,train,"Despite seasonal rains, the number of people infected with cholera will likely decrease from the approximately 15,834 cases reported in early September, due to divers assistance provided by local partners.",0
27549,test,"Since seasonal influenza can also cause severe disease, WHO will take several important considerations such as the epidemiology and the severity of the disease when deciding when to formally make recommendations on this matter.",1
27575,train,"ANTANANARIVO, March 16 (AFP) - The sharp rise in deaths from cholera last month in Madagascar is due to the beginning of the rainy season and poor hygiene, not to the devastation brought by cyclones, officials said Thursday.",1
27594,train,"* the special needs of populations living in border areas, (including nomads, refugees, displaced persons, returnees and migrants), to be addressed with specific regard to the control for tuberculosis, malaria, leishmaniasis, and eradication of polio;",1
